,year,essay_number,essay_ID,essay_version,ground_truth,pyramid_name,output_vector,identifier,is_file_found,Dimension 1,Dimension 2,Dimension 3,Dimension 4,Dimension 5,Dimension 6,Dimension 7,Dimension 8
1698,2023.0,2.0,644f3241f57bcd39705577a5,O,0.0,20231029.0,"['0', '0', '1', '0', '1', '0', '1', '0']",2O0,True,0,0,1,0,1,0,1,0
1699,2023.0,2.0,644f3242f57bcd39705577a9,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '1', '1', '1']",2O0,True,1,1,0,1,1,1,1,1
1701,2023.0,2.0,644f3242f57bcd39705577ad,O,0.0,20231029.0,"['0', '1', '0', '0', '1', '0', '1', '0']",2O0,True,0,1,0,0,1,0,1,0
1702,2023.0,2.0,644f3242f57bcd39705577ad_R,R,0.0,20231029.0,"['0', '1', '0', '0', '1', '0', '1', '0']",2R0,True,0,1,0,0,1,0,1,0
1705,2023.0,2.0,644f3243f57bcd39705577b9_R,R,0.0,20231029.0,"['0', '1', '1', '0', '1', '1', '1', '1']",2R0,True,0,1,1,0,1,1,1,1
1706,2023.0,2.0,644f3243f57bcd39705577bd,O,0.0,20231029.0,"['0', '1', '0', '1', '1', '0', '0', '0']",2O0,True,0,1,0,1,1,0,0,0
1707,2023.0,2.0,644f3244f57bcd39705577c5,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '0', '1', '1']",2O0,True,1,1,0,1,1,0,1,1
1708,2023.0,2.0,644f3244f57bcd39705577c5_R,R,0.0,20231029.0,"['1', '1', '0', '1', '1', '0', '1', '1']",2R0,True,1,1,0,1,1,0,1,1
1709,2023.0,2.0,644f3244f57bcd39705577c9,O,0.0,20231029.0,"['0', '0', '0', '0', '1', '0', '1', '0']",2O0,True,0,0,0,0,1,0,1,0
1710,2023.0,2.0,644f3244f57bcd39705577cd,O,0.0,20231029.0,"['1', '0', '0', '0', '1', '1', '1', '1']",2O0,True,1,0,0,0,1,1,1,1
1711,2023.0,2.0,644f3245f57bcd39705577d1,O,0.0,20231029.0,"['0', '0', '0', '0', '1', '0', '1', '1']",2O0,True,0,0,0,0,1,0,1,1
1712,2023.0,2.0,644f3245f57bcd39705577d5,O,0.0,20231029.0,"['1', '1', '0', '0', '1', '0', '1', '1']",2O0,True,1,1,0,0,1,0,1,1
1714,2023.0,2.0,644f3245f57bcd39705577d9_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1715,2023.0,2.0,644f3245f57bcd39705577dd,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1716,2023.0,2.0,644f3245f57bcd39705577dd_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1717,2023.0,2.0,644f3246f57bcd39705577e1,O,0.0,20231029.0,"['0', '0', '0', '0', '1', '1', '1', '1']",2O0,True,0,0,0,0,1,1,1,1
1718,2023.0,2.0,644f3246f57bcd39705577e5,O,0.0,20231029.0,"['0', '0', '1', '0', '1', '0', '1', '1']",2O0,True,0,0,1,0,1,0,1,1
1719,2023.0,2.0,644f3246f57bcd39705577e9,O,0.0,20231029.0,"['0', '0', '0', '1', '1', '0', '1', '1']",2O0,True,0,0,0,1,1,0,1,1
1720,2023.0,2.0,644f3247f57bcd39705577f1,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1721,2023.0,2.0,644f3249f57bcd3970557801,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '0', '1', '0']",2O0,True,1,1,0,1,1,0,1,0
1722,2023.0,2.0,644f324af57bcd3970557805,O,0.0,20231029.0,"['1', '0', '0', '1', '1', '0', '1', '1']",2O0,True,1,0,0,1,1,0,1,1
1723,2023.0,2.0,644f324af57bcd3970557809,O,0.0,20231029.0,"['0', '0', '0', '0', '1', '0', '1', '0']",2O0,True,0,0,0,0,1,0,1,0
1724,2023.0,2.0,644f324af57bcd397055780d,O,0.0,20231029.0,"['1', '1', '1', '0', '1', '0', '1', '1']",2O0,True,1,1,1,0,1,0,1,1
1726,2023.0,2.0,644f324bf57bcd3970557811,O,0.0,20231029.0,"['0', '0', '1', '1', '1', '0', '1', '1']",2O0,True,0,0,1,1,1,0,1,1
1727,2023.0,2.0,644f324bf57bcd3970557811_R,R,0.0,20231029.0,"['0', '0', '1', '1', '1', '0', '1', '1']",2R0,True,0,0,1,1,1,0,1,1
1728,2023.0,2.0,644f324bf57bcd3970557815,O,0.0,20231029.0,"['0', '1', '0', '0', '1', '1', '1', '1']",2O0,True,0,1,0,0,1,1,1,1
1729,2023.0,2.0,644f324bf57bcd3970557819,O,0.0,20231029.0,"['1', '1', '1', '0', '1', '1', '1', '1']",2O0,True,1,1,1,0,1,1,1,1
1730,2023.0,2.0,644f324cf57bcd397055781d,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1731,2023.0,2.0,644f324cf57bcd3970557825,O,0.0,20231029.0,"['0', '1', '0', '0', '1', '0', '0', '1']",2O0,True,0,1,0,0,1,0,0,1
1732,2023.0,2.0,644f324cf57bcd3970557825_R,R,0.0,20231029.0,"['0', '1', '0', '1', '1', '0', '1', '1']",2R0,True,0,1,0,1,1,0,1,1
1734,2023.0,2.0,644f324df57bcd397055782d,O,0.0,20231029.0,"['0', '0', '0', '0', '1', '0', '1', '0']",2O0,True,0,0,0,0,1,0,1,0
1735,2023.0,2.0,644f324df57bcd3970557831,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1736,2023.0,2.0,644f324ef57bcd3970557835,O,0.0,20231029.0,"['0', '0', '0', '0', '1', '0', '1', '1']",2O0,True,0,0,0,0,1,0,1,1
1737,2023.0,2.0,644f324ef57bcd3970557839,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '0', '1', '1']",2O0,True,1,1,1,1,1,0,1,1
1738,2023.0,2.0,644f324ef57bcd3970557839_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '0', '1', '1']",2R0,True,1,1,1,1,1,0,1,1
1739,2023.0,2.0,644f324ff57bcd3970557841,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '0']",2O0,True,1,1,1,1,1,1,1,0
1740,2023.0,2.0,644f324ff57bcd3970557845,O,0.0,20231029.0,"['1', '1', '0', '0', '1', '0', '0', '0']",2O0,True,1,1,0,0,1,0,0,0
1741,2023.0,2.0,644f3250f57bcd397055784d,O,0.0,20231029.0,"['1', '1', '0', '0', '1', '0', '0', '1']",2O0,True,1,1,0,0,1,0,0,1
1742,2023.0,2.0,644f3250f57bcd397055784d_R,R,0.0,20231029.0,"['1', '1', '0', '0', '1', '0', '0', '1']",2R0,True,1,1,0,0,1,0,0,1
1743,2023.0,2.0,644f3250f57bcd3970557851,O,0.0,20231029.0,"['0', '0', '0', '1', '1', '0', '1', '1']",2O0,True,0,0,0,1,1,0,1,1
1744,2023.0,2.0,644f3250f57bcd3970557855,O,0.0,20231029.0,"['0', '0', '0', '1', '1', '0', '0', '1']",2O0,True,0,0,0,1,1,0,0,1
1746,2023.0,2.0,644f3251f57bcd3970557859,O,0.0,20231029.0,"['1', '0', '1', '1', '1', '1', '1', '1']",2O0,True,1,0,1,1,1,1,1,1
1747,2023.0,2.0,644f3251f57bcd397055785d,O,0.0,20231029.0,"['1', '0', '0', '0', '0', '0', '0', '0']",2O0,True,1,0,0,0,0,0,0,0
1749,2023.0,2.0,644f3251f57bcd3970557865,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '0', '1']",2O0,True,1,1,1,1,1,1,0,1
1751,2023.0,2.0,644f3252f57bcd3970557871,O,0.0,20231029.0,"['1', '1', '0', '0', '1', '0', '1', '1']",2O0,True,1,1,0,0,1,0,1,1
1752,2023.0,2.0,644f3253f57bcd3970557875,O,0.0,20231029.0,"['1', '0', '0', '0', '1', '0', '1', '1']",2O0,True,1,0,0,0,1,0,1,1
1753,2023.0,2.0,644f3253f57bcd3970557879,O,0.0,20231029.0,"['0', '0', '0', '0', '1', '0', '1', '0']",2O0,True,0,0,0,0,1,0,1,0
1754,2023.0,2.0,644f3253f57bcd3970557879_R,R,0.0,20231029.0,"['0', '0', '0', '0', '1', '0', '1', '0']",2R0,True,0,0,0,0,1,0,1,0
1755,2023.0,2.0,644f3254f57bcd3970557885,O,0.0,20231029.0,"['0', '0', '0', '0', '1', '0', '0', '0']",2O0,True,0,0,0,0,1,0,0,0
1756,2023.0,2.0,644f3255f57bcd397055788d,O,0.0,20231029.0,"['0', '0', '0', '1', '1', '1', '0', '1']",2O0,True,0,0,0,1,1,1,0,1
1757,2023.0,2.0,644f3255f57bcd397055788d_R,R,0.0,20231029.0,"['0', '0', '0', '1', '1', '1', '1', '1']",2R0,True,0,0,0,1,1,1,1,1
1758,2023.0,2.0,644f3255f57bcd3970557891,O,0.0,20231029.0,"['1', '0', '1', '1', '1', '1', '1', '1']",2O0,True,1,0,1,1,1,1,1,1
1760,2023.0,2.0,644f3255f57bcd3970557895,O,0.0,20231029.0,"['0', '0', '0', '0', '1', '1', '0', '0']",2O0,True,0,0,0,0,1,1,0,0
1761,2023.0,2.0,644f3255f57bcd3970557899,O,0.0,20231029.0,"['0', '1', '0', '0', '1', '1', '1', '1']",2O0,True,0,1,0,0,1,1,1,1
1762,2023.0,2.0,644f3255f57bcd3970557899_R,R,0.0,20231029.0,"['1', '1', '0', '0', '1', '1', '1', '1']",2R0,True,1,1,0,0,1,1,1,1
1763,2023.0,2.0,644f3257f57bcd39705578a5,O,0.0,20231029.0,"['0', '0', '0', '1', '0', '0', '1', '1']",2O0,True,0,0,0,1,0,0,1,1
1765,2023.0,2.0,644f3257f57bcd39705578a9,O,0.0,20231029.0,"['0', '1', '0', '0', '0', '0', '0', '1']",2O0,True,0,1,0,0,0,0,0,1
1766,2023.0,2.0,6459943b94c9f2071335bc79,O,0.0,20231029.0,"['1', '1', '0', '0', '1', '0', '1', '0']",2O0,True,1,1,0,0,1,0,1,0
1767,2023.0,2.0,6459943b94c9f2071335bc79_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '0']",2R0,True,1,1,1,1,1,1,1,0
1768,2023.0,2.0,6459943c94c9f2071335bc89,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1769,2023.0,2.0,6459943d94c9f2071335bc8d,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '1', '0', '1']",2O0,True,1,1,0,1,1,1,0,1
1770,2023.0,2.0,6459943d94c9f2071335bc8d_R,R,0.0,20231029.0,"['1', '1', '0', '1', '1', '1', '0', '1']",2R0,True,1,1,0,1,1,1,0,1
1771,2023.0,2.0,6459943d94c9f2071335bc91,O,0.0,20231029.0,"['0', '0', '1', '0', '1', '1', '1', '1']",2O0,True,0,0,1,0,1,1,1,1
1773,2023.0,2.0,6459943e94c9f2071335bc99,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '0', '1', '0']",2O0,True,1,1,0,1,1,0,1,0
1774,2023.0,2.0,6459943f94c9f2071335bca1,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1776,2023.0,2.0,6459943f94c9f2071335bca5_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '0']",2R0,True,1,1,1,1,1,1,1,0
1778,2023.0,2.0,6459943f94c9f2071335bca9_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1779,2023.0,2.0,6459944094c9f2071335bcb1,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '1', '1', '1']",2O0,True,1,1,0,1,1,1,1,1
1781,2023.0,2.0,6459944094c9f2071335bcb5,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '0', '1', '1']",2O0,True,1,1,1,1,1,0,1,1
1782,2023.0,2.0,6459944094c9f2071335bcb5_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1783,2023.0,2.0,6459944194c9f2071335bcbd,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1784,2023.0,2.0,6459944194c9f2071335bcc5,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1785,2023.0,2.0,6459944194c9f2071335bcc5_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1786,2023.0,2.0,6459944294c9f2071335bccd,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1787,2023.0,2.0,6459944294c9f2071335bcd1,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '0', '1', '1']",2O0,True,1,1,0,1,1,0,1,1
1788,2023.0,2.0,6459944294c9f2071335bcd1_R,R,0.0,20231029.0,"['1', '1', '0', '1', '1', '0', '1', '1']",2R0,True,1,1,0,1,1,0,1,1
1789,2023.0,2.0,6459944394c9f2071335bcd5,O,0.0,20231029.0,"['1', '0', '1', '1', '1', '1', '1', '1']",2O0,True,1,0,1,1,1,1,1,1
1790,2023.0,2.0,6459944394c9f2071335bcd9,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1792,2023.0,2.0,6459944394c9f2071335bcdd,O,0.0,20231029.0,"['0', '0', '1', '1', '1', '1', '1', '1']",2O0,True,0,0,1,1,1,1,1,1
1793,2023.0,2.0,6459944394c9f2071335bcdd_R,R,0.0,20231029.0,"['0', '0', '1', '1', '1', '1', '1', '1']",2R0,True,0,0,1,1,1,1,1,1
1794,2023.0,2.0,6459944494c9f2071335bce5,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '0', '1', '1']",2O0,True,1,1,1,1,1,0,1,1
1796,2023.0,2.0,6459944594c9f2071335bcf5,O,0.0,20231029.0,"['1', '0', '0', '0', '1', '0', '1', '1']",2O0,True,1,0,0,0,1,0,1,1
1797,2023.0,2.0,6459944694c9f2071335bcf9,O,0.0,20231029.0,"['1', '0', '0', '0', '1', '0', '1', '1']",2O0,True,1,0,0,0,1,0,1,1
1798,2023.0,2.0,6459944694c9f2071335bcfd,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1799,2023.0,2.0,6459944694c9f2071335bd01,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1801,2023.0,2.0,6459944794c9f2071335bd05_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1802,2023.0,2.0,6459944894c9f2071335bd11,O,0.0,20231029.0,"['1', '1', '1', '0', '1', '1', '1', '0']",2O0,True,1,1,1,0,1,1,1,0
1803,2023.0,2.0,6459944894c9f2071335bd11_R,R,0.0,20231029.0,"['1', '1', '1', '0', '1', '1', '1', '0']",2R0,True,1,1,1,0,1,1,1,0
1804,2023.0,2.0,6459944894c9f2071335bd15,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1805,2023.0,2.0,6459944894c9f2071335bd15_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1806,2023.0,2.0,6459944994c9f2071335bd1d,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '0', '1']",2O0,True,1,1,1,1,1,1,0,1
1807,2023.0,2.0,6459944a94c9f2071335bd29,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '1', '0', '1']",2O0,True,1,1,0,1,1,1,0,1
1808,2023.0,2.0,6459944a94c9f2071335bd2d,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1810,2023.0,2.0,6459944a94c9f2071335bd31,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1811,2023.0,2.0,6459944b94c9f2071335bd35,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1812,2023.0,2.0,6459944b94c9f2071335bd35_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1813,2023.0,2.0,6459944b94c9f2071335bd39,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '0', '1', '0']",2O0,True,1,1,1,1,1,0,1,0
1814,2023.0,2.0,6459944b94c9f2071335bd39_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '0', '1', '0']",2R0,True,1,1,1,1,1,0,1,0
1815,2023.0,2.0,6459944b94c9f2071335bd3d,O,0.0,20231029.0,"['1', '0', '1', '0', '1', '0', '0', '0']",2O0,True,1,0,1,0,1,0,0,0
1816,2023.0,2.0,6459944c94c9f2071335bd45,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1818,2023.0,2.0,6459944d94c9f2071335bd4d,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1819,2023.0,2.0,6459944d94c9f2071335bd51,O,0.0,20231029.0,"['0', '0', '1', '1', '1', '1', '1', '1']",2O0,True,0,0,1,1,1,1,1,1
1821,2023.0,2.0,6459944e94c9f2071335bd5d,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '0', '1', '1']",2O0,True,1,1,1,1,1,0,1,1
1822,2023.0,2.0,6459944e94c9f2071335bd5d_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '0', '1', '1']",2R0,True,1,1,1,1,1,0,1,1
1823,2023.0,2.0,6459944e94c9f2071335bd61,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '0', '1', '1']",2O0,True,1,1,1,1,1,0,1,1
1824,2023.0,2.0,6459944f94c9f2071335bd6d,O,0.0,20231029.0,"['0', '1', '1', '0', '1', '1', '0', '1']",2O0,True,0,1,1,0,1,1,0,1
1825,2023.0,2.0,6459944f94c9f2071335bd71,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1826,2023.0,2.0,6459945094c9f2071335bd75,O,0.0,20231029.0,"['1', '0', '1', '1', '1', '1', '1', '1']",2O0,True,1,0,1,1,1,1,1,1
1827,2023.0,2.0,6459945094c9f2071335bd75_R,R,0.0,20231029.0,"['1', '0', '1', '1', '1', '1', '1', '1']",2R0,True,1,0,1,1,1,1,1,1
1828,2023.0,2.0,6459945194c9f2071335bd85,O,0.0,20231029.0,"['0', '1', '0', '1', '1', '0', '0', '0']",2O0,True,0,1,0,1,1,0,0,0
1829,2023.0,2.0,6459945294c9f2071335bd91,O,0.0,20231029.0,"['0', '0', '1', '1', '1', '1', '1', '1']",2O0,True,0,0,1,1,1,1,1,1
1831,2023.0,2.0,6459945394c9f2071335bda1,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '0', '1']",2O0,True,1,1,1,1,1,1,0,1
1832,2023.0,2.0,6459945394c9f2071335bda5,O,0.0,20231029.0,"['1', '1', '0', '0', '1', '0', '0', '0']",2O0,True,1,1,0,0,1,0,0,0
1833,2023.0,2.0,6459945494c9f2071335bda9,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1834,2023.0,2.0,6459945494c9f2071335bdb1,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '1', '1', '1']",2O0,True,1,1,0,1,1,1,1,1
1835,2023.0,2.0,6459945494c9f2071335bdb1_R,R,0.0,20231029.0,"['1', '1', '0', '1', '1', '1', '1', '1']",2R0,True,1,1,0,1,1,1,1,1
1836,2023.0,2.0,6459945594c9f2071335bdb9,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1837,2023.0,2.0,6459945594c9f2071335bdb9_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1839,2023.0,2.0,6459945694c9f2071335bdc1,O,0.0,20231029.0,"['0', '1', '1', '0', '1', '1', '1', '1']",2O0,True,0,1,1,0,1,1,1,1
1840,2023.0,2.0,6459945694c9f2071335bdc5,O,0.0,20231029.0,"['1', '1', '0', '0', '1', '1', '1', '1']",2O0,True,1,1,0,0,1,1,1,1
1841,2023.0,2.0,6459945694c9f2071335bdc9,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '0', '1']",2O0,True,1,1,1,1,1,1,0,1
1842,2023.0,2.0,6459945794c9f2071335bdd1,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '1', '1', '1']",2O0,True,1,1,0,1,1,1,1,1
1843,2023.0,2.0,6459945794c9f2071335bdd5,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '1', '1', '1']",2O0,True,1,1,0,1,1,1,1,1
1844,2023.0,2.0,6459945994c9f2071335bde9,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '0', '1', '1']",2O0,True,1,1,1,1,1,0,1,1
1845,2023.0,2.0,6459945994c9f2071335bde9_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '0', '1', '1']",2R0,True,1,1,1,1,1,0,1,1
1846,2023.0,2.0,6459945994c9f2071335bded,O,0.0,20231029.0,"['1', '0', '1', '1', '1', '1', '1', '1']",2O0,True,1,0,1,1,1,1,1,1
1847,2023.0,2.0,6459950694c9f2071335ecf5,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1848,2023.0,2.0,6459950694c9f2071335ecf5_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1850,2023.0,2.0,6459950694c9f2071335ecfd_R,R,0.0,20231029.0,"['1', '0', '0', '1', '1', '1', '0', '0']",2R0,True,1,0,0,1,1,1,0,0
1851,2023.0,2.0,6459950794c9f2071335ed05,O,0.0,20231029.0,"['1', '0', '0', '0', '0', '1', '0', '0']",2O0,True,1,0,0,0,0,1,0,0
1852,2023.0,2.0,6459950794c9f2071335ed05_R,R,0.0,20231029.0,"['1', '1', '0', '0', '0', '1', '0', '0']",2R0,True,1,1,0,0,0,1,0,0
1853,2023.0,2.0,6459950794c9f2071335ed09,O,0.0,20231029.0,"['1', '0', '0', '1', '1', '1', '0', '1']",2O0,True,1,0,0,1,1,1,0,1
1855,2023.0,2.0,6459950894c9f2071335ed0d,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '0', '1', '1']",2O0,True,1,1,0,1,1,0,1,1
1856,2023.0,2.0,6459950894c9f2071335ed0d_R,R,0.0,20231029.0,"['1', '1', '0', '1', '1', '1', '1', '1']",2R0,True,1,1,0,1,1,1,1,1
1858,2023.0,2.0,6459950894c9f2071335ed15,O,0.0,20231029.0,"['0', '1', '1', '1', '1', '0', '1', '1']",2O0,True,0,1,1,1,1,0,1,1
1859,2023.0,2.0,6459950894c9f2071335ed15_R,R,0.0,20231029.0,"['0', '1', '1', '1', '1', '0', '1', '1']",2R0,True,0,1,1,1,1,0,1,1
1860,2023.0,2.0,6459950994c9f2071335ed19,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1861,2023.0,2.0,6459950994c9f2071335ed1d,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1862,2023.0,2.0,6459950994c9f2071335ed1d_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1865,2023.0,2.0,6459950a94c9f2071335ed29,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '0', '1', '1']",2O0,True,1,1,0,1,1,0,1,1
1866,2023.0,2.0,6459950a94c9f2071335ed2d,O,0.0,20231029.0,"['1', '1', '0', '0', '1', '1', '0', '1']",2O0,True,1,1,0,0,1,1,0,1
1867,2023.0,2.0,6459950a94c9f2071335ed2d_R,R,0.0,20231029.0,"['1', '1', '0', '0', '1', '1', '0', '1']",2R0,True,1,1,0,0,1,1,0,1
1869,2023.0,2.0,6459950a94c9f2071335ed31_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1870,2023.0,2.0,6459950b94c9f2071335ed35,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '0', '1', '1']",2O0,True,1,1,1,1,1,0,1,1
1871,2023.0,2.0,6459950b94c9f2071335ed39,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1872,2023.0,2.0,6459950b94c9f2071335ed39_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1873,2023.0,2.0,6459950b94c9f2071335ed3d,O,0.0,20231029.0,"['1', '0', '1', '1', '1', '1', '1', '1']",2O0,True,1,0,1,1,1,1,1,1
1874,2023.0,2.0,6459950c94c9f2071335ed41,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '0', '0', '1']",2O0,True,1,1,0,1,1,0,0,1
1875,2023.0,2.0,6459950c94c9f2071335ed41_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '0', '0', '1']",2R0,True,1,1,1,1,1,0,0,1
1876,2023.0,2.0,6459950c94c9f2071335ed45,O,0.0,20231029.0,"['1', '0', '1', '1', '1', '1', '1', '1']",2O0,True,1,0,1,1,1,1,1,1
1878,2023.0,2.0,6459950c94c9f2071335ed49_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '0', '1', '1']",2R0,True,1,1,1,1,1,0,1,1
1879,2023.0,2.0,6459950d94c9f2071335ed4d,O,0.0,20231029.0,"['1', '0', '1', '1', '1', '1', '1', '1']",2O0,True,1,0,1,1,1,1,1,1
1880,2023.0,2.0,6459950d94c9f2071335ed55,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1881,2023.0,2.0,6459950d94c9f2071335ed55_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1882,2023.0,2.0,6459950e94c9f2071335ed59,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '1', '0', '1']",2O0,True,1,1,0,1,1,1,0,1
1883,2023.0,2.0,6459950e94c9f2071335ed59_R,R,0.0,20231029.0,"['1', '1', '0', '1', '1', '1', '0', '1']",2R0,True,1,1,0,1,1,1,0,1
1884,2023.0,2.0,6459950e94c9f2071335ed5d,O,0.0,20231029.0,"['0', '0', '0', '0', '1', '0', '1', '0']",2O0,True,0,0,0,0,1,0,1,0
1885,2023.0,2.0,6459950e94c9f2071335ed61,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1887,2023.0,2.0,6459950f94c9f2071335ed65,O,0.0,20231029.0,"['1', '1', '1', '0', '1', '1', '1', '1']",2O0,True,1,1,1,0,1,1,1,1
